"","Clearwater","Clearwater.T","Snake","Snake.T","Columbia","Columbia.T","NFClearwater","NFClearwater.T","Potlatch","Potlatch.T","Tucannon","Tucannon.T","Palouse","Palouse.T","Okanogan","Okanogan.T","Methow","Methow.T","Chelan","Chelan.T","Wenatchee","Wenatchee.T","Crab","Crab.T","Yakima","Yakima.T","WallaWalla","WallaWalla.T","JohnDay","JohnDay.T","Deschutes","Deschutes.T"
"241",907,18.5,12000,21.5,88691.67,19.17,5812.5,7.86,62.2,33,46,18.17,5.7,22.62,525,19.9,236,18.85,872,21.93,314,19.75,205,22.36,951,23.41,6.2,24.27,18,23.78,4150,17.3
"242",918,18.5,12100,21.3,77054.17,19.03,5845.83,7.84,62.2,33,52,16.61,6.6,19.07,548,19.1,243,17.8,107,21.09,354,18.69,216,21.3,1300,20.91,5.5,21.75,18,21.44,4070,16.5
"243",1030,18.5,12000,21.2,106279.17,19.01,5883.33,7.87,62.2,33,56,16.95,8.1,19.07,558,18.2,253,16.3,788,19.99,508,17.19,227,19.8,2000,20.91,9.3,21.75,17,21.95,4090,16.3
"244",1140,18.5,12200,21.3,76787.5,19.1,5804.17,7.96,62.2,33,53,17.89,7.6,18.38,579,17.4,266,15.65,870,19.54,567,16.55,235,19.16,2030,20.41,33,21.25,19,23.36,4080,16.7
"245",1090,19,12000,21.2,71479.17,18.96,5891.67,7.96,62.2,33,52,16.61,7.4,17.66,551,17.7,280,16.71,880,20.28,607,17.6,231,20.2,1550,19.9,24,20.74,20,21.44,4060,17
"246",1030,18.5,12000,20.8,61045.83,18.8,5891.67,8.02,62.2,33,54,13.35,7.9,13.06,602,17.8,276,14.97,1240,19.06,678,15.86,221,18.48,1250,16.45,16,17.26,21,16.56,4030,16.1
"247",1090,18,12100,20.2,63795.83,18.8,5887.5,8.13,62.2,33,55,14.23,9.3,12.29,668,17.5,271,14.25,1230,18.56,661,15.14,214,17.76,1130,15.83,15,16.64,23,17.88,4030,15.5
"248",1290,17,12200,19.6,59716.67,18.77,5887.5,8.04,62.2,33,65,11.96,12,16.92,690,17.3,273,14,1240,18.39,599,14.9,220,17.51,1030,19.37,24,20.2,24,14.53,4060,15
"249",1630,16,12400,18.8,67729.17,18.85,5891.67,8.14,62.2,33,78,11.96,20,13.06,729,16.1,269,15.65,1240,19.54,573,16.55,220,19.16,997,16.45,88,17.26,23,14.53,4050,15
"250",1900,16,12800,18.7,51120.83,18.87,5983.33,8.16,62.2,33,75,14.23,20,17.66,707,16.4,266,12.72,1240,17.5,574,13.61,232,16.23,980,19.9,91,20.74,22,17.88,4060,15.4
"251",1570,16.5,13000,19.2,64279.17,18.82,5987.5,8.35,62.2,33,70,16.61,20,18.38,672,16.6,264,15.87,1240,19.69,547,16.77,239,19.38,949,20.41,61,21.25,22,21.44,4040,16.3
"252",1330,17.5,13200,19.9,70037.5,18.81,5983.33,8.41,62.2,33,66,18.17,19,21.57,650,16.9,265,16.09,1240,19.84,494,16.98,240,19.59,878,22.66,46,23.52,26,23.78,4010,17
"253",1190,18,13100,20.3,82616.67,18.81,5987.5,8.36,62.2,33,60,18.69,17,23.09,619,18.4,259,17.8,1230,21.09,440,18.69,237,21.3,786,23.75,29,24.61,29,24.54,3990,17.2
"254",1110,19,13000,20.7,89083.33,18.83,5983.33,8.38,62.2,33,56,19.36,18,23.09,628,19.7,252,18.43,1240,21.58,419,19.32,235,21.93,700,23.75,21,24.61,33,25.52,3990,17.2
"255",1060,19.5,13100,20.9,71595.83,18.8,5900,8.48,62.2,33,56,19.74,18,23.94,623,20.3,250,18.85,1240,21.93,405,19.75,234,22.36,660,24.37,17,25.24,33,26.06,3980,17.5
"256",1020,20,13000,21,57329.17,18.57,5904.17,8.58,62.2,33,54,18.93,15,22.11,617,20.1,240,19.35,1240,22.35,394,20.25,235,22.88,659,23.05,15,23.9,90,24.89,3980,17.2
"257",992,19.5,13700,20.4,64337.5,18.43,5979.17,8.55,62.2,33,54,16.25,15,11.54,587,18.4,235,17.8,1240,21.09,397,18.69,244,21.3,658,15.21,13,16.01,82,20.9,3950,15.6
"258",998,18.5,13900,19.9,65129.17,18.39,4900,8.75,62.2,33,57,15.08,15,8.09,575,17.1,241,11.66,1270,16.76,393,12.54,249,15.15,725,12.07,12,12.82,71,19.14,4000,14.2
"259",1220,18,12800,19.6,65950,18.37,4900,8.85,62.2,33,57,14.23,14,10.8,567,17,249,11.92,1270,16.95,363,12.81,253,15.42,819,14.58,15,15.37,63,17.88,4110,14.4
"260",1450,17,14000,19.3,65379.17,18.25,4983.33,9.11,62.2,33,61,14.23,22,15.39,570,16.5,252,13.24,1240,17.86,356,14.13,251,16.75,815,18.24,15,19.07,61,17.88,4160,15.2
"261",1490,16.5,14900,19.3,80479.17,18.18,2395.83,9.19,62.2,33,63,15.48,23,15.39,562,16.4,256,12.98,1240,17.68,370,13.87,253,16.49,804,18.24,18,19.07,55,19.75,4190,15.4
"262",1590,16.5,15300,19.5,60491.67,17.85,2400,9.17,62.2,33,61,16.25,22,17.66,560,16.6,260,14.97,1400,19.06,374,15.86,254,18.48,841,19.9,31,20.74,51,20.9,4250,15.8
"263",1410,17,14800,19.5,68275,17.66,1650,9.24,62.2,33,59,18.17,23,21.57,558,17.3,257,15.43,1500,19.38,365,16.33,260,18.94,896,22.66,21,23.52,46,23.78,4270,16.5
"264",1260,17,15700,19.9,88525,17.64,1600,9.26,62.2,33,59,17.89,24,19.74,564,17.6,252,17.46,1330,20.83,367,18.35,266,20.95,809,21.38,16,22.22,39,23.36,4380,16.8
"265",1170,17.5,17000,19.8,72704.17,17.55,1600,9.39,62.2,33,59,15.87,23,15.39,554,16.8,242,15.87,1250,19.69,409,16.77,266,19.38,765,18.24,13,19.07,35,20.33,4370,15.7
"266",1110,17.5,17400,19.6,85662.5,17.53,1600,9.16,62.2,33,59,16.25,26,13.83,532,16.5,239,13.75,1250,18.22,422,14.64,265,17.26,744,17.06,12,17.88,31,20.9,4370,14.9
"267",1070,17,17000,19.3,71616.67,17.34,1600,9.42,62.2,33,56,16.61,28,17.66,617,16.4,242,14,1250,18.39,405,14.9,270,17.51,763,19.9,11,20.74,33,21.44,4340,15.1
"268",1050,17,16800,19.2,71508.33,17.12,1600,9.5,62.2,33,56,17.28,25,18.38,769,16.5,240,15.87,1250,19.69,394,16.77,267,19.38,764,20.41,12,21.25,50,22.45,4210,15.3
"269",1030,16.5,16900,19.3,62354.17,16.96,1600,9.42,62.2,33,54,15.87,23,18.38,753,16.5,244,16.09,1250,19.84,415,16.98,260,19.59,799,20.41,12,21.25,56,20.33,4030,15.7
"270",999,16.5,15800,19,82833.33,17.01,1600,9.16,62.2,33,58,13.79,23,10.8,710,15.6,245,12.72,1250,17.5,422,13.61,250,16.23,798,14.58,9.7,15.37,63,17.23,4030,14.7
"271",975,15.5,15400,18.7,82787.5,17.06,1600,9.45,62.2,33,60,13.79,23,12.29,665,15.1,251,12.19,1300,17.13,405,13.08,245,15.69,869,15.83,12,16.64,62,17.23,4030,13.9
"272",962,15.5,14400,18.5,66954.17,16.86,1600,9.64,62.2,33,62,15.87,22,14.61,613,15,251,12.45,1340,17.32,387,13.35,244,15.96,965,17.66,7.9,18.48,57,20.33,4020,14.1
"273",959,15.5,12500,18.4,74437.5,16.89,1600,9.55,62.2,33,59,16.61,20,17.66,595,15.1,249,13.49,1330,18.04,388,14.39,244,17.01,1000,19.9,6.5,20.74,56,21.44,4010,14.5
"274",956,15.5,13800,18.6,87720.83,16.88,1600,9.41,62.2,33,60,16.61,23,17.66,595,15.5,248,15.2,2460,19.22,376,16.1,243,18.71,845,19.9,4.9,20.74,58,21.44,4020,14.8
"275",951,15.5,14000,18.6,66475,16.8,1600,9.45,62.2,33,59,16.61,27,19.07,582,15.4,257,14.97,2460,19.06,355,15.86,237,18.48,912,20.91,6.8,21.75,58,21.44,4080,14.7
"276",947,16,13900,18.6,67262.5,16.63,1600,9.48,62.2,33,61,16.25,28,18.38,565,14.6,271,15.2,2460,19.22,327,16.1,248,18.71,1040,20.41,6.4,21.25,63,20.9,4090,14.4
"277",935,15.5,14000,18.2,64995.83,16.61,1600,9.75,62.2,33,63,15.48,28,15.39,550,14.1,273,14.73,2460,18.9,294,15.63,255,18.24,820,18.24,9.3,19.07,67,19.75,4150,14.2
"278",930,15,14200,17.9,78687.5,16.75,1600,9.55,62.2,33,64,15.08,28,14.61,548,14.2,276,13.49,1870,18.04,285,14.39,255,17.01,797,17.66,15,18.48,69,19.14,4250,14
"279",921,14.5,14400,17.7,60100,16.67,1600,9.46,62.2,33,63,15.48,29,13.83,554,13.8,277,13.75,1870,18.22,277,14.64,255,17.26,906,17.06,17,17.88,73,19.75,4260,14.2
"280",927,14.5,14500,17.8,53595.83,16.54,1600,9.47,62.2,33,61,15.08,28,17.66,620,13.9,282,11.66,1860,16.76,277,12.54,256,15.15,840,19.9,13,20.74,102,19.14,4320,14.7
"281",960,15,14700,18,53083.33,16.47,1600,9.64,62.2,33,67,16.25,29,17.66,657,14.4,291,12.72,2460,17.5,310,13.61,255,16.23,772,19.9,13,20.74,156,20.9,4400,15
"282",1090,15,15100,18.3,56225,16.54,1600,9.82,62.2,33,68,18.44,29,19.07,665,15,299,14,2470,18.39,442,14.9,251,17.51,800,20.91,17,21.75,172,24.17,4850,15.4
"283",1120,15.5,15100,18.4,43841.67,16.3,1600,9.73,62.2,33,67,17.59,30,17.66,683,15.2,297,14,2460,18.39,493,14.9,260,17.51,850,19.9,24,20.74,176,22.92,4770,15.4
"284",1070,15.5,15000,18.1,64704.17,16.24,1600,9.22,62.2,33,69,15.48,31,16.16,713,14.7,310,15.2,2470,19.22,615,16.1,266,18.71,900,18.81,18,19.64,182,19.75,4540,15
"285",1120,15,14100,17.6,73670.83,16.3,1600,9.57,62.2,33,67,16.61,31,15.39,724,14.6,335,13.24,2450,17.86,1130,14.13,273,16.75,980,18.24,15,19.07,186,21.44,4950,14.5
"286",1200,15,13000,17.3,75725,16.27,1600,9.97,62.2,33,66,16.25,32,17.66,730,14.6,345,14.49,2460,18.73,947,15.39,275,18,1060,19.9,18,20.74,185,20.9,5240,14.3
"287",1140,14.5,13100,17.2,64445.83,15.98,1600,9.86,62.2,33,66,14.66,33,13.06,1060,14.1,332,13.49,2460,18.04,855,14.39,262,17.01,1660,16.45,19,17.26,191,18.52,5410,14.3
"288",1060,14,13000,17.1,69141.67,15.96,1600,9.78,62.2,33,68,14.23,32,14.61,1080,13.3,324,11.66,2460,16.76,782,12.54,217,15.15,1350,17.66,17,18.48,191,17.88,5360,13.9
"289",1010,13.5,13000,17,82395.83,16.02,1600,9.72,62.2,33,69,15.08,32,14.61,1000,12.8,320,11.66,2460,16.76,720,12.54,194,15.15,2010,17.66,16,18.48,191,19.14,4830,13.6
"290",989,13,13000,16.8,51812.5,15.69,1600,9.77,62.2,33,69,15.48,32,16.16,960,12.7,317,12.45,2460,17.32,670,13.35,216,15.96,2670,18.81,33,19.64,192,19.75,4230,13.7
"291",971,13,13000,16.7,58887.5,15.62,1600,9.72,62.2,33,70,15.08,33,14.61,930,12.8,318,12.72,2460,17.5,647,13.61,233,16.23,2160,17.66,37,18.48,199,19.14,4470,14.2
"292",1000,13,13200,16.7,52325,15.63,1600,9.68,62.2,33,72,14.66,33,16.92,908,13.3,326,10.33,2460,15.79,670,11.19,251,13.76,2040,19.37,41,20.2,201,18.52,4720,14.3
"293",1300,12.5,13500,16.6,73350,15.7,1600,9.61,62.2,33,72,13.79,33,13.06,892,13.5,331,13.49,2460,18.04,670,14.39,271,17.01,2260,16.45,35,17.26,206,17.23,4880,13.8
"294",1630,12.5,13700,16.2,71075,15.69,1600,9.68,62.2,33,72,11.96,34,10.08,880,12.9,327,11.39,2460,16.57,625,12.27,283,14.87,2510,13.95,36,14.73,206,14.53,4770,13.3
"295",1510,12,13800,15.8,75695.83,15.66,1629.17,9.8,62.2,33,72,12.89,36,10.8,895,12.4,322,10.33,2460,15.79,596,11.19,279,13.76,2510,14.58,31,15.37,206,15.89,4700,13.2
"296",1310,11,13700,15.4,81462.5,15.57,1600,9.76,62.2,33,72,10.09,36,7.48,900,11.6,321,11.92,2460,16.95,569,12.81,267,15.42,2340,11.46,26,12.2,211,11.86,4690,12.7
"297",1200,11,13600,15.1,60666.67,15.35,1600,9.82,62.2,33,73,11.02,35,8.72,900,10.7,319,9.8,2460,15.39,542,10.65,256,13.2,2170,12.69,25,13.45,211,13.18,4690,12.2
"298",1140,10.5,13500,14.9,62375,15.3,1600,9.97,62.2,33,73,11.49,36,8.09,885,10,317,7.08,2460,13.14,527,7.84,254,10.17,2020,12.07,27,12.82,216,13.86,4690,11.8
"299",1150,10,13400,14.9,74079.17,15.42,1600,9.66,62.2,33,72,11.96,36,10.8,883,10.5,321,7.31,2460,13.35,527,8.08,262,10.44,1780,14.58,31,15.37,217,14.53,4630,12
"300",1230,10.5,13500,14.9,74858.33,15.36,1600,9.64,62.2,33,73,11.02,37,8.09,877,10.3,325,9.54,2460,15.19,533,10.38,273,12.92,1770,12.07,32,12.82,223,13.18,4630,12.1
"301",1350,10.5,13600,14.5,71616.67,15.38,1600,9.89,62.2,33,75,9.62,38,8.72,871,10.2,322,8.52,2460,14.38,534,9.33,275,11.8,1760,12.69,33,13.45,227,11.21,4630,11.9
"302",1330,10.5,13600,14.4,71650,15.32,1600,9.7,62.2,33,77,12.89,39,7.48,867,10.5,322,7.31,2460,13.35,540,8.08,271,10.44,1630,11.46,35,12.2,227,15.89,4650,12.5
"303",1520,9.5,13800,14.2,66825,15.28,1600,9.6,62.2,33,78,13.35,39,17.66,864,10.8,326,9.28,2460,14.99,674,10.12,261,12.64,1710,19.9,44,20.74,229,16.56,4710,13
"304",2060,9.5,14000,14,47825,15.06,1600,9.56,62.2,33,89,14.66,41,13.83,889,11.2,342,13.24,2460,17.86,4480,14.13,256,16.75,1520,17.06,47,17.88,239,18.52,4800,13.7
"305",6990,10,14600,13.9,47500,14.89,1600,9.57,62.2,33,126,11.49,42,8.09,901,10.4,544,9.8,2460,15.39,9350,10.65,248,13.2,1550,12.07,104,12.82,257,13.86,5090,13
"306",7750,9,15200,13.5,68762.5,14.96,1600,9.72,62.2,33,119,9.17,44,7.48,1030,10.2,617,8.02,2460,13.97,6900,8.82,231,11.25,3940,11.46,194,12.2,270,10.58,5500,11.9
"307",4900,9,15400,12.8,73050,14.89,1600,9.76,62.2,33,112,7.43,46,5.4,2010,9.4,524,7.31,2460,13.35,4910,8.08,219,10.44,4330,9.15,106,9.82,270,8.25,5240,11
"308",3610,8,15200,12.2,72220.83,14.79,1600,9.32,62.2,33,102,6.63,73,3.85,1880,7.8,475,6.01,2460,12.11,3640,6.7,204,8.89,3470,7.13,84,7.71,282,7.22,5030,10.1
"309",3090,7,14800,11.7,71629.17,14.76,1600,9.36,62.2,33,96,5.54,83,6.91,1690,7.2,447,5.61,2460,11.7,2910,6.28,184,8.4,2930,10.86,81,11.58,284,5.86,4950,10.3
"310",2770,6.5,14700,11.5,88129.17,14.73,1600,9.6,62.2,33,96,7.85,84,4.56,1550,6.6,429,4.88,2460,10.9,2490,5.49,162,7.47,2530,8.1,77,8.72,292,8.8,4860,11
"311",2550,6.5,14600,11.5,86954.17,14.66,1600,10.02,62.2,33,90,10.09,74,4.19,1450,7.2,418,5.23,2460,11.3,2200,5.87,165,7.93,2200,7.6,90,8.21,297,11.86,4800,11
"312",2380,6,14400,11.5,83233.33,14.61,1600,10.23,62.2,33,89,9.17,71,7.48,1400,7.9,412,6.01,2460,12.11,2140,6.7,170,8.89,1960,11.46,91,12.2,297,10.58,4820,11.2
"313",2360,5.5,14400,11.4,92250,14.47,1600,9.92,62.2,33,99,7.85,74,4.97,1360,8.1,410,8.02,2460,13.97,2260,8.82,165,11.25,1920,8.61,93,9.26,297,8.8,4810,11.2
"314",2870,5.5,14500,11.3,83175,14.31,1600,9.18,62.2,33,105,7.02,71,2.99,1690,6.9,408,4.23,1800,10.11,2140,4.78,155,6.61,1830,5.84,109,6.35,290,7.72,4780,10.2
"315",2840,5,14500,10.7,78570.83,14.25,1600,9.18,62.2,33,100,7.02,67,5.4,1810,6.7,400,5.81,1760,11.91,2000,6.49,148,8.64,1740,9.15,114,9.82,286,7.72,4760,10
"316",2570,5,14500,10.2,91029.17,14.1,1600,9.3,62.2,33,99,6.25,74,3.25,1650,5.8,392,6.01,1740,12.11,1930,6.7,150,8.89,1650,6.24,97,6.78,290,6.74,4750,9.9
"317",2480,5.5,14300,10.2,85220.83,14.03,1600,9.88,62.2,33,97,11.96,87,13.83,1540,6.2,387,8.27,2300,14.17,3030,9.07,142,11.53,1570,17.06,91,17.88,301,14.53,4760,10.7
"318",2570,6,14200,10.4,79337.5,13.95,1600,10.23,62.2,33,98,11.96,78,13.83,1500,6.9,505,9.28,2300,14.99,10900,10.12,147,12.64,1470,17.06,101,17.88,303,14.53,4840,11.6
"319",2760,6,14200,10.2,70066.67,13.79,1600,10.14,62.2,33,98,10.55,78,3.85,1720,7.2,702,7.08,2300,13.14,10500,7.84,149,10.17,2120,7.13,110,7.71,307,12.51,4800,10.6
"320",2710,5.5,14300,9.9,97241.67,13.6,1600,9.49,62.2,33,96,5.89,75,2.33,2770,5.9,717,4.38,2300,10.3,7660,4.95,146,6.82,3770,4.74,124,5.19,310,6.29,4720,9.2
"321",2570,5,14100,9.7,87716.67,13.53,1600,9.19,62.2,33,91,9.62,70,8.72,2420,5.4,763,3.79,2390,9.53,9960,4.3,145,6.02,3450,12.69,117,13.45,305,11.21,4640,10
"322",2760,5,14300,9.2,74975,13.32,1600,8.91,62.2,33,101,6.63,70,4.97,2130,5,897,6.86,2420,12.94,17800,7.6,149,9.91,3270,8.61,132,9.26,303,7.22,5210,10
"323",3620,4,14800,8.9,74020.83,13.2,1600,8.59,62.2,33,112,4.9,70,2.53,2840,4.5,802,5.23,2450,11.3,12800,5.87,157,7.93,11600,5.09,217,5.55,313,5.08,5320,9.5
"324",3000,3.5,14500,8.8,87325,13.01,1600,9.19,62.2,33,101,4.9,74,2.15,3580,3.4,721,3.65,2300,9.34,8830,4.15,159,5.83,12100,4.42,184,4.84,323,5.08,5120,9.1
"325",2600,2.5,14200,8,87912.5,12.9,1600,9.2,62.2,33,96,4.04,86,1.92,2860,2.2,637,3.15,2450,8.6,6570,3.59,161,5.12,7620,3.98,147,4.37,325,4.08,5150,8.5
"326",1970,1,13800,7.4,86658.33,12.8,1600,9.2,62.2,33,93,4.31,85,1.72,2420,1.9,604,2.73,2450,7.9,5310,3.11,140,4.49,5810,3.58,132,3.93,331,4.39,4910,7.8
"327",1630,0.5,13300,7.3,83483.33,12.65,1600,9.34,62.2,33,91,4.9,96,1.23,2200,1.8,605,2.63,2450,7.73,4580,3,122,4.34,4910,2.52,124,2.78,377,5.08,4650,7.5
"328",2040,0.5,13100,7.3,97195.83,12.48,1600,9.44,62.2,33,93,4.31,86,2.53,2190,2,617,1.91,2450,6.3,4040,2.18,136,3.2,4390,5.09,131,5.55,417,4.39,4650,7.8
"329",2330,0.5,13300,7.4,90862.5,12.29,1600,9.22,62.2,33,92,4.04,79,2.33,2120,0.8,605,2.36,2450,7.23,3550,2.7,156,3.92,4030,4.74,154,5.19,392,4.08,4750,7.5
"330",2160,0,13800,6.6,94479.17,12.19,1600,9.22,62.2,33,87,2.91,64,1.65,1960,0.3,527,2.12,2450,6.76,3150,2.43,161,3.55,3620,3.45,192,3.8,334,2.83,4810,6.5
"331",1340,0,13900,5.7,102829.17,11.98,1600,8.78,62.2,33,82,2.39,55,1.23,1720,0.3,475,1.98,2450,6.45,2850,2.26,160,3.31,3240,2.52,166,2.78,316,2.28,4640,5.8
"332",1020,0,13100,5.5,96408.33,11.74,1600,8.5,62.2,33,82,1.98,58,0.99,1450,0.3,450,1.78,2450,6.01,2600,2.04,158,2.99,2990,1.92,166,2.12,328,1.85,4390,5.3
"333",900,0,12500,5.5,83204.17,11.46,1600,8.35,62.2,33,84,2.11,60,0.99,1370,0.3,420,1.62,2440,5.6,2420,1.84,155,2.71,2850,1.92,180,2.12,375,1.98,4250,4.8
"334",1060,0,12000,5.5,98920.83,11.29,1600,8.08,62.2,33,82,2.24,62,1.04,1240,0.3,430,1.34,2440,4.83,2250,1.52,151,2.22,2650,2.05,177,2.26,337,2.12,4250,5.4
"335",1210,0,12000,5.4,111208.33,11.22,1600,8.36,62.2,33,82,2.39,65,1.31,1120,0.3,440,1.47,2440,5.2,2120,1.67,150,2.45,2560,2.7,175,2.98,376,2.28,4290,5.2
"336",1570,0,12300,5.4,101466.67,11.11,1600,8.81,62.2,33,84,4.9,64,1.6,1090,0.3,457,1.78,2440,6.01,2050,2.04,153,2.99,2390,3.33,180,3.67,260,5.08,4350,5.2
"337",1920,0,12700,5.1,95320.83,10.99,1600,8.9,62.2,33,84,5.89,67,2.15,1150,0.3,467,2.05,2400,6.6,2030,2.34,158,3.43,2290,4.42,180,4.84,286,6.29,4500,6.1
"338",2180,0,13300,5.3,83695.83,10.85,1600,8.98,62.2,33,87,4.9,68,1.85,1310,0.3,485,2.63,2450,7.73,1960,3,160,4.34,2270,3.84,149,4.22,264,5.08,4810,6.7
"339",2440,0,13800,5.2,92633.33,10.71,1600,8.65,62.2,33,86,5.54,67,1.6,1510,0.3,498,3.52,2450,9.15,1900,4,160,5.64,2260,3.33,150,3.67,298,5.86,4730,7.2
"340",2380,0,14000,5.3,75445.83,10.5,1700,8.82,62.2,33,86,9.17,69,4.56,1610,0.3,549,2.73,2450,7.9,1920,3.11,169,4.49,2200,8.1,166,8.72,337,10.58,4470,7.6
"341",2420,0,14600,5.6,78300,10.3,1700,8.85,62.2,33,106,9.62,84,3.85,1620,1.4,561,3.79,2450,9.53,1920,4.3,191,6.02,2250,7.13,199,7.71,401,11.21,4590,8.7
"342",5090,0.5,16100,5.9,72704.17,10.21,1700,8.59,62.2,33,176,11.96,95,4.76,1570,2.3,577,3.27,2450,8.78,2790,3.73,210,5.29,2550,8.35,1020,8.99,449,14.53,6730,9.5
"343",8490,1,18400,6.5,86233.33,9.93,1700,8.47,62.2,33,188,11.49,197,5.87,1570,2.8,789,5.42,1870,11.5,13200,6.07,224,8.16,3640,9.7,1150,10.39,447,13.86,7240,9.8
"344",8840,1.5,19900,6.2,67154.17,9.72,1700,7.87,62.2,33,212,7.02,523,4.19,1590,3,1140,5.61,1930,11.7,11800,6.28,230,8.4,11300,7.6,1160,8.21,516,7.72,7450,8.7
"345",6940,2,21000,5.5,78737.5,9.68,1700,7.85,62.2,33,192,7.02,649,2.99,2240,3.1,1010,3.27,2450,8.78,8720,3.73,228,5.29,20400,5.84,1090,6.35,806,7.72,7030,7.6
"346",5460,2.5,21900,5.5,57100,9.5,1700,7.9,62.2,33,173,6.25,578,3.25,2460,2.8,940,3.39,2450,8.97,6890,3.86,224,5.46,17700,6.24,851,6.78,1010,6.74,6230,7.5
"347",4850,2.5,20200,5.6,68316.67,9.32,1700,7.82,62.2,33,167,7.02,426,4.19,2300,2.2,923,3.39,2450,8.97,5910,3.86,229,5.46,10700,7.6,746,8.21,1440,7.72,6180,7.7
"348",4730,2.5,20200,5.7,80795.83,9.2,1700,7.5,62.2,33,157,5.54,342,3.25,2130,2.1,873,4.23,2450,10.11,5090,4.78,224,6.61,8310,6.24,859,6.78,1330,5.86,6260,7.2
"349",4280,2.5,20200,5.7,96483.33,8.94,1700,7.31,62.2,33,147,4.9,325,1.99,2000,1.6,821,3.65,2450,9.34,4500,4.15,211,5.83,7100,4.12,755,4.52,1200,5.08,5660,6.5
"350",3970,2.5,20200,5.5,90983.33,8.87,1700,7.06,62.2,33,139,3.55,296,2.15,1880,1.6,795,3.15,2450,8.6,4070,3.59,202,5.12,6300,4.42,619,4.84,1170,3.52,5180,6.6
"351",3640,1,18300,4.7,102475,8.74,1700,6.7,62.2,33,133,3.11,253,1.85,1750,0.9,761,3.27,2450,8.78,3730,3.73,197,5.29,5730,3.84,547,4.22,1110,3.04,5200,6.4
"352",3350,0.5,18200,4.7,99791.67,8.73,1700,7.07,62.2,33,133,5.89,216,1.23,1690,0.7,752,1.98,2450,6.45,3550,2.26,196,3.31,5380,2.52,516,2.78,1020,6.29,5560,6.1
"353",3640,1,18300,4.9,96191.67,8.54,1695.83,7.41,62.2,33,132,5.05,182,1.16,1540,0.9,750,2.05,2450,6.6,3310,2.34,195,3.43,5110,2.35,781,2.59,1060,5.26,7240,6.5
"354",3720,1,19100,5.2,88716.67,8.36,1700,7.04,62.2,33,128,4.31,187,1.6,1490,0.8,712,2.05,2450,6.6,3100,2.34,191,3.43,4810,3.33,962,3.67,1110,4.39,6820,6.2
"355",3440,1,19500,5,72312.5,8.25,1700,6.77,62.2,33,131,5.54,207,1.49,1500,0.4,704,2.05,2450,6.6,2970,2.34,191,3.43,4570,3.11,821,3.42,1880,5.86,6490,6.5
"356",3360,1.5,19300,4.7,81691.67,8.05,1700,6.81,62.2,33,146,5.54,224,0.99,1420,0.6,705,1.73,1470,5.87,2850,1.97,196,2.9,4500,1.92,799,2.12,1920,5.86,7160,6.7
"357",3390,1.5,19800,4.7,80783.33,7.87,1700,6.52,62.2,33,144,4.04,240,1.6,1520,0.9,681,1.67,1060,5.73,2720,1.9,199,2.8,4350,3.33,831,3.67,1590,4.08,6880,6.7
"358",3210,1.5,20700,4.7,81870.83,7.78,1700,6.36,62.2,33,136,4.9,245,1.16,1500,1.1,676,1.78,1120,6.01,2610,2.04,195,2.99,4150,2.35,745,2.59,1510,5.08,6500,6.4
"359",3060,1,19500,4.5,57108.33,7.57,1700,6.29,62.2,33,129,3.79,232,0.91,1450,0.7,654,1.91,1290,6.3,2460,2.18,186,3.2,4010,1.68,628,1.86,1470,3.79,6210,6
"360",2920,1.5,18600,4.3,80066.67,7.34,1600,6.32,62.2,33,124,3.55,209,0.76,1450,0.3,579,1.62,1290,5.6,2290,1.84,177,2.71,3740,1.25,547,1.36,1350,3.52,5940,5.5
"361",2650,1,17100,3.8,74954.17,7.25,1600,6.29,62.2,33,119,3.79,195,1.49,1400,0.3,575,1.47,1290,5.2,2200,1.67,172,2.45,3560,3.11,477,3.42,1200,3.79,5650,5.6
"362",2330,0.5,17900,3.7,85120.83,7.3,1600,6.43,62.2,33,116,3.11,172,1.39,1350,0.4,620,1.56,1290,5.46,2130,1.78,170,2.62,3530,2.89,443,3.19,1030,3.04,5500,6
"363",2480,0,18400,3.7,101237.5,7.12,1600,6.4,62.2,33,113,3.11,160,1.6,1350,0.3,586,1.78,1290,6.01,2050,2.04,169,2.99,3520,3.33,403,3.67,945,3.04,5430,6.2
"364",2630,0,20500,3.9,102587.5,6.84,1600,6.13,62.2,33,109,2.56,155,0.99,1350,0.3,576,1.91,1700,6.3,1960,2.18,168,3.2,3570,1.92,388,2.12,948,2.45,5350,6
"365",2390,0,20700,3.5,89475,6.74,1600,5.87,62.2,33,101,1.98,144,0.84,1420,0.4,511,1.47,2490,5.2,1850,1.67,165,2.45,3480,1.49,376,1.63,974,1.85,5260,5.1
